This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
S S Hospital And Research Centre,"Hassan Road, Hassan Road",Karnataka,Arsikere,573103,08174 - 233007 / 94483-50229,sshospital1998@gmail.com
S S Hospital And Research Centre,"76, Vikram Marg",Madhya Pradesh,Ujjain,456010,2515056 - 327,SSHOSPITAL@GMAIL.COM
S S Institute Of Medical Science And Reaserch Centre,"P.B.No:01, Jnanshankara, Nh-4, By Pass",Karnataka,Davangere,577005,8192266000,YESHASVINI_DVG@REDIFFMAIL.COM
S S Multi Speciality Hospital,"7-4-25/S/N, Beside Ioc Petrol Pump Omkar Nagar Sagar Road",Telangana,Hyderabad,500074,40-31924545,dimple996@yahoo.co.in
S Satnam Singh Memorial Innocent Hearts Multispeciality Hospital,"near TV tower, adda khambra nakodar road, jalandhar city",Punjab,Jalandhar,144026,2791500/2791400,
S T Hospitals Private Ltd ,"79/43, Nageswaran, North Street, Kumbhakonam",Tamil Nadu,Kumbakonam,612001,0435 - 2430839 / 2431639,STHOSPITAL@YMAIL.COM
S V Multi Speciality Hospital,"H.No- 6-156, Slns Colony, Balapur Xroads, R.R.Dist, Balapur Xroads",Telangana,Hyderabad,500079,08415 - 240157,siddavatihospitals@gmail.com
S. V. Eye Care And Research Centre,"Hig-5, Shalimar Complex, State Bank Square, Sultania Road,",Madhya Pradesh,Bhopal,462001,2543094,drvknichlani@hotmail.com
S.B. Hospital ,2D STREET RAJAPPA NAGAR,Tamil Nadu,Thanjavur,613007,230169236872,SBHOSPITAL2012@GMAIL.COM
S.J. Hospital Multispeciality And Laproscopic Centre,"DOOR NO.1-295, SUNKESULA ROAD, NEAR MASA MASJID, KURNOOL",Andhra Pradesh,Kurnool,518003,220444,DR.SJHUSSAIN@YAHOO.COM
S.N.R Carnival Hospital,"A-9x/8CA Kalyani Station Road,Kalyani",West Bengal,Kalyani,741235,8274059009,CARNIVALHOSPITAL@GMAIL.COM
S.S. Hospital,Near Lal Mandir,Bihar,Patna,800002,9798251848,S.SHOSPITALPATNA2@GMAIL.COM
S.V. Hospital (A Unit Of Ameya Healthcare Alliance),#14-327,Andhra Pradesh,Anantapur,515001,221966,SVHOSPITAL.ATP@GMAIL.COM
Saachi Children Hospital ,"NEAR AKASHGANGA APT, KAPADIA HEALT CLUB ROAD, OFF MAJURA GATE SURAT",Gujarat,Surat,395009,2236800,saachi@saachihospital.com
Saanvi Ent Hospital,"111, 1st flr, Shreeji Solitaire,Khadakpada circle, kalyan west",Maharashtra,Mumbai,421204,02512970563,SAANVIENTHOSPITAL@GMAIL.COM
Saanvi Multi Speciality Hospital,"1-4-2-/C/1, newtown, mahbubnagar",Telangana,Mahbubnagar,509001,-,HOSPITALSAANVI.MAHBUBNAGAR@GMAIL.COM
Saarth Netralay,"102, Gautameshwar dham, Tandan road, Dombivili E",Maharashtra,Mumbai,421201,7057458280,SAARTHNETRALAYA@GMAIL.COM
Saarth Netralaya,"1st Floor, Millenium Empire, Sec - 15",Maharashtra,Navi mumbai,410210,8425958986,K.SAARTHNETRALAY@GMAIL.COM
Saarthi Health Care,"1st Floor, Jumana Sadan, MG Road",Maharashtra,Mumbai,400080,22-65257840,TPA.SAARTHIHOSPITAL@GMAIL.COM
Saavi Womens Hospital,"NR. ISHAAN 3 , OPP SHELL PETROL PUMP , PRAHLADNAGAR ,",Gujarat,Ahmedabad,380015,40192020,SAAVIWOMENSHOSPITAL@GMAIL.COM
Sab Nursing Home,"HPL Link Road, Basudevpur, Khanjanchak, Durgachak, Haldia",West Bengal,Haldia,721602,9734803679,SABNHOME@GMAIL.COM
Sabhari Eye Care Hospital,"33/3, Rajeev Nagar, Bagalur Road",Tamil Nadu,Hosur,635109,4344243222,SABHARIEYECARE@GMAIL.COM
Sachdeva Nursing Home,"5d/5 Bunglow Plot, Railway Road, Nit Faridabad",Haryana,Faridabad,121002,0129 - 2416930,sheela_sachdeva@yahoo.co.in
Sachethana Eye Clinic,"#32, 9TH CROSS 1ST MAIN",Karnataka,Bengaluru,560079,23289111/333,SACHETANAEYECLINIC@GMAIL.COM
Sachin Hospital,"Vishwa Building, Opp. Anjali Theatre, Khadkeshwar",Maharashtra,Aurangabad,431001,0240 - 2334948 / 2369356 / 2331707,SACHINJHAVAR@GMAIL.COM
Sachin Super Specilaity Clinic,"THE ICON BUILDING, 2ND FLOOR, RAJARAMPURI 6TH LANE",Maharashtra,Kolhapur,416002,9545416161,VIKAS.BAMANE@GMAIL.COM
Sachkhand Hospital,"G 129, RIICO PHASE 2, IN FRONT OF HANUMAN MANDIR, NEEMRANA, ALWAR",Rajasthan,Alwar,301705,9799107439,SACHKHANDHOSPITALTPA@GMAIL.COM
Sacred Heart Hospital,Maqsudan G T Road,Punjab,Jalandhar,144008,0181 - 2670664 / 2672126,shhjal@gmail.com
Sacred Heart Hospital,"Palad, Manimooly (Po)",Kerala,Malapuram,679333,04931 278350/ 8281515290,ADMSHHO@GMAIL.COM
Sacred Heart Mission Hospital,"Pullur P O, Irinjalakuda",Kerala,Thrissur,680683,4802826545,SHHPULLUR@GMAIL.COM
Sadbhavna Hospital,"SCO178-181P, NEAR COURT COMPLEX, SECTOR 3 HUDA, FATEHABAD, ",Haryana,Fatehabad,125050,,SADBHAVNAHOSPITALFATEHABAD@GMAIL.COM
Sadbhavna Hospital,Plot No -C1 Sector -30 Atal Nagar ,Chattisgarh,Chhattisgarh,492101,2960312, MARKETINGSBH33@GMAIL.COM
Sadbhavna Hospital,"150 Feet Ring Road,Gandhigram,Near Raj Bank",Gujarat,Rajkot,360007,2574606,sadbhavanahospital@yahoo.com
Sadbhavna Medical And Heart Institute,"Opp State College Of Education , Patiala",Punjab,Patiala,147001,0175 - 2219554 / 2220497,varmasudhir@rediffmail.com
Sadguru Hospital,"Hari Krishna Plaza, Naka Panchwati, oppo. Panchwati Bus depot",Maharashtra,Nashik,422011,9028477338,SADGURUHOSPITALNASHIK@REDIFFMAIL.COM
Sadguru Hospital,"Plot no.170,Sector 25,Talavali Ghansoli",Maharashtra,Mumbai,400701,65806580,sadguru.hospital310@gmail.com
Sadguru Medical And Research Centre Pvt Ltd ,"At. Po- Jagatpur, Cuttack, Odisha-754021",Odisha,Cuttack,754021,7205096021,MAIL@SADGURUMEDICAL.COM
Sadguru Netra Chikitsalaya,Jankikund Chitra Koot Dist Satna Madhyapradesh,Madhya Pradesh,Satna,485334,7670265320,riturajsingh504@gmail.com
Sadhana Hospital,"PLOT NO. 449, VIVEKANAND NAGAR, AMBEDKAR MARKET, JALGAON",Maharashtra,Jalgaon,425001,2953375,SADHANAHOSPITAL14@GMAIL.COM
Sadhna Hospital,"Jharkhand Moad, Khatipura Road",Rajasthan,Jaipur,302012,141-3208180,SADHANA_HOSPITAL@YAHOO.COM
Sadhna Hospital ,"Main Road Palam Colony, Opp-Dwarka Flyover, Pillar No 44, New Delhi",Delhi,Delhi,110045,0,
Sadvichar General Hospital,SHREE ALEKH COMPLEX SECOND FLOOR,Gujarat,Bhavnagar,364001,2561357,SADVICHARBVN02@GMAIL.COM
Saee Childrens & Dental Hospital,"1st floor, Lodha Heaven",Maharashtra,Thane,421204,9022830333,TPASAEEHOSPITALDOMBIVLI@GMAIL.COM
Safal Heart,"2 Nd Floor, Shivam Orbit, Nr. Hr Honda",Gujarat,Himatnagar,383001,9512038120,CASHLESS.SAFALHEART@GMAIL.COM
Safe Children Hospital,16-2-741-/D/5besides T V Tower Moosaram Baugh X Road,Telangana,Hyderabad,500004,8466996356,INSURANCESCH@GMAIL.COM
Safe Hospitals,"KRISHA GASTRO & LIVER CENTER, NEAR PUSHPA HOTEL CENTER, PRAKASAM ROAD",Andhra Pradesh,Vijayawada,520002,0866-2439999,safehospitals97@gmail.com
Safe Kids Hospital For Women&Children,"#13-6-826/5, Pillar No: 108,",Telangana,Hyderabad,500028,7780410424,SAFEKIDSHOSPITALS@GMAIL.COM
Sagar Chandramma Hospitals,"No. 1, Vani Vilas Road, V. V Puram",Karnataka,Bengaluru,560004,7899930212,INFO@SAGARCHANDRAMMA.IN
Sagar Hospital,"T Nagar, Tirupati Chittoor",Andhra Pradesh,Tirupati,517501,0877-2281888,SAGARHOSPITAL9@GMAIL.COM
Sagar Hospital,"H.No.3-1-445, Prashanthnagar Colony, Karimnagar – 505001",Telangana,Karimnagar,505001,9949030214,CREDITCELL.SAGARHOSPITAL@GMAIL.COM
Sagar Hospitals,"# 44 / 54 30th Cross Tilaknagar, Jayanagar Extn Bangalore",Karnataka,Bengaluru,560041,8042888415,INSSAGAR@GMAIL.COM
Sagar Hospitals,"Behind Dayanand Sagar Institutions, Shavige Malleshwara Hills, Kumarswamy Layout",Karnataka,Bengaluru,560078,8042999999,INSURANCEBSK@GMAIL.COM
Sagarshree Hospital & Research Institute Pvt.Ltd,"44/2, 44/3 Sagar Road",Madhya Pradesh,Indore,470004,2633333,SAGARSHREE.TPA@GMAIL.COM
Sah Eye Care,"Sector E, Chandralok, Lucknow, Uttar Pradesh 226024",Uttar Pradesh,Lucknow,226024,4047301/2333555,SAHEYECARE@GMAIL.COM
Sahai Hospital And Research Centre,"A-73, Vijay Path Junction, Moti Dungri",Rajasthan,Jaipur,302004,0141 - 2621444 / 2621888 / 2622444,pro@sahaihospital.com
Sahaj Hospital,15/2 South Tukoganj Near Manasm Bhawan,Madhya Pradesh,Indore,452001,8223082666,MEDICLAIM@SAHAJHOSPITALS.COM
Sahajanand Eye Care Hospital,"Dolly Complex, Stadium Cross Road",Gujarat,Ahmedabad,380009,079 - 26466250 / 26466153,dr.divyang@gmail.com
Sahar Hospital,"6,  Nabiullah Road,  River Bank Colonynear Playway School City Station",Uttar Pradesh,Lucknow,226018,9935200250,SAHARHOSPITALLUCKNOW@GMAIL.COM
Sahara Fracture And General Hospital,"Plot#113, Sector-B, Vidhya Nagar, Behind Bank Of Baroda, Hoshangabad Road",Madhya Pradesh,Bhopal,462003,7554294722,baliramjatav@yahoo.com
Sahara Hospital,"Viraj Khand, Gomti Nagar",Uttar Pradesh,Lucknow,226010,8948460444,TPA.SAHARAHOSPITAL@GMAIL.COM
Sahara Hospital,Sophia College Campus,Madhya Pradesh,Gwalior,474008,4728037,SAHARAHOSPITALGWALIOR2022@GMAIL.COM
Sahara Institute Of Medical Science,"MODEL TOWN, HISAR",Haryana,Hisar,125005,247003,SIMSSAHARA0@GMAIL.COM
Sahara Nursing Home,Katha Gola Mangalabag,Odisha,Cuttack,753001,0671 - 2303108,snhctc@yahoo.com
Sahara Sandhya Hospital,"Mithapur Bus Stand, Bhupatipur Road, Behind Krishi Fram, Harishchand Nagar",Bihar,Patna,800020,9835613684/8252867766,HOSPITALSAHARASANDHYA@GMAIL.COM
Saharsh Hospital & Research Centre,"11-12, Mangal Colony",Madhya Pradesh,Ujjain,456010,2514311,SAHARSH.MNGL@GMAIL.COM
Sahasra Hospital,"04-08-82/B 1& 2, Manjeera Nagar Main Road, Sanga Reddy",Telangana,Sangareddy,502001,6302546653,TPA.SAHASRAHOSPITAL@GMAIL.COM
Sahayog Hospital And Research Centre,"Virar (W), Vasai",Maharashtra,Mumbai,401303,9922145356,SAHAYOG08@GMAIL.COM
Sahdeo Hospital,"NH-33, OMEGA I",Uttar Pradesh,Noida,201306,6595929,
Sahid Khudiram Bose Hospital,"12 B T Road, Belghoria, 12 B T Road, Belghoria",West Bengal,Kolkata,700056,3325443250,SAHIDKHUDIRAMBOSE_HOSPITAL@REDIFFMAIL.COM
Sahil Hospital," 1st floor,Tawde Niwas",Maharashtra,Mumbai,400601,25360393/25382145,CASHLESS.SAHIL@GMAIL.COM
Sahithi Multi Speciality Hosptial,"Opp Rythu Bazar, Main Road, Sanga Reddy",Telangana,Sangareddy,502001,277148,MANAGERTPA.SAHITHIHOSPITALSRD@GMAIL.COM
Sahjanand Orthopaedic Hospital,"3rd Floor, Deepkamal-2,",Gujarat,Surat,395006,8154015000,KAUSHIK1585@GMAIL.COM
Sahrudaya Hospital,Thathampally P.O. Alappuzha - 688013,Kerala,Alappuzha,688013,4772247000,SAHRUDAYAIPBILLS@GMAIL.COM
Sahu Orthopaedic Hospital,"Ashok Bhavan,Fawara Chowk,Daga Hospital Road,Gandhibagh",Maharashtra,Nagpur,440018,2720851,
Sahyaadrie Multispeciality Hospitals,DIC Road,Maharashtra,Osmanabad,413501,227671,SAHYAADRIE.MULTISPECIALITY@GMAIL.COM
Sahyadri Hospital,"S/No. 573, Plot No. 13, City No. 281, Swami Vivekanand Marg Bibvewadi",Maharashtra,Pune,411001,2067213700,INSURANCE.BBW@SAHYADRIHOSPITALS.COM
Sahyadri Hospital,"Plot No. 9B, Neena, Soc, Sr. No. 148/4ab, Paud Road, Kothrud",Maharashtra,Pune,411038,2067213300,INSURANCE.KOT@SAHYADRIHOSPITALS.COM
Sahyadri Hospital - Bhosale Nagar,"SN 163, Bhosale Garden Rd, beside Bhosale Nagar, Hadapsar, Pune, Maharashtra 411028",Maharashtra,Pune,411028,7972633412,INSURANCE.HDP@SAHYADRIHOSPITALS.COM
Sahyadri Karad Hospital,"Adv. Dadasaheb Chavan Nagar, Varunji Phata Tal Karad",Maharashtra,Karad,415110,2164-661800,psm.krd@sahyadrihospitals.com
Sahyadri Speciality Hospital,"Near Dwarka Circle, Wadala-Agra Road,",Maharashtra,Nashik,422001,7304708855,TPA.NSK@SAHYADRIHOSPITALS.COM
Sahyadri Speciality Hospital,"Sahyadri Speciality Hospital Plot No.30 C, Erandawane Karve Road, Prabhat Road, Karve Road",Maharashtra,Pune,411052,2067213000,INSURANCE@SAHYADRIHOSPITALS.COM
Sahyadri Speciality Hospital,"Survey No. 185a, Near Mseb Office, Shastri Nagar",Maharashtra,Pune,411014,9987183681,INSURANCE.NGR@SAHYADRIHOSPITALS.COM
Sahyog Hospital,"# 40, Pataliputra Colony",Bihar,Patna,800004,6122262642,SAHYOGHOSPITALPATNA@YAHOO.COM
Sai Aarogyam Multispeciality Hospital And Icu,"1st Avenue Business Park, Near Durgadi Killa, Opp Fire Brigade Station, Kalyan W",Maharashtra,Mumbai,421204,8691006294,SAIAAROGYAMHOSPITAL505@GMAIL.COM
Sai Aashirwad Hospital,"SHIVAM, SAI SADAN, HOUSE NO 1, EVERSHINE ENCLAVE, ",Maharashtra,Mumbai,401107,28125101,SAIAASHIRWAADHOSPITAL@GMAIL.COM
Sai Aashirwad Hospital,101/104 A Wing Ratandeep Bldg Navghar Road Bhayander.,Maharashtra,Mumbai,401105,28198594,SAIAASHIRWADHOSPITAL@GMAIL.COM
Sai Accident Hospital,"Opp.Petrol Pump, Chalan Chowk, Shikrapur, Taluka Shirur, Pune 412208",Maharashtra,Shirur,412208,02137 - 272526,drrampote@rediffmail.com
Sai Ananya Eye & Heart Care Centre,"310, 404, Fortuna Building, Opp. Rainbow Plaza, Shivar Chowk, Pimple Saudagar,",Maharashtra,Pune,411027,8983795110,
Sai Asha Hospital,"05,1St Floor,Laxcon Plaza,",Maharashtra,Navi mumbai,400706,27702323,SAIASHAHOSPITALNERUL@GMAIL.COM
Sai Asian Hospital,"Viraj Esatate,Opp Tarakpur Bus Stand,Tarakpur",Maharashtra,Ahmednagar,414001,4562431888,SAIASIANHOSPITAL@GMAIL.COM
Sai Baba Eye Hospital,"Shashi Tower-5,6 Near Basant Talkies Power House",Chattisgarh,Bhilai,490023,7440777771,TPA.DESK@SBHHOSPITAL.COM
Sai Baba Eye Hospital,"Fafadih Chowk, Chotti Line",Chattisgarh,Raipur,492001,4037979/9329117979,ENQUIRY.SBEH@SAIBABAHOSPITAL.COM
Sai Baba Hospital,"5,6,7,8 Sita Estate, Mahul Road",Maharashtra,Mumbai,400074,25545136,INFO@SAIBABAHOSPITAL.IN
Sai Baba Hospital & Polyclinic,"1st Floor,shiv shradha complex,b.p.road,bhayandar east,thane",Maharashtra,Mumbai,401105,8879216884,SAIBABAHOSPITAL@INDIANTIMES.COM
Sai Baba Multispecialty Hospital Shahapur,"Shraddha apartment, 1st floor, Gotheghar Naka, Mumbai-Nashik Highway",Maharashtra,Mumbai,421601,na,SBMHSHAHAPUR@GMAIL.COM
Sai Chaitanya Hospital,"07, Yashwant Apt, Sai Nath Nagar",Maharashtra,Mumbai,401305,7219110764,TPASAICHAITANYAHOSPITALVIRAR21@GMAIL.COM
Sai Chandan Eye Hospital,"Ramireddt Thota, Beside Singh Hospital, Near Mani Puram Bridge",Andhra Pradesh,Guntur,522403,9618033104,MPKR2009@GMAIL.COM
Sai Child Care Clinic,"Plot No. 3,5,7, Sector 19, Vijay Marg",Maharashtra,Mumbai,410206,9823929975,SAICHILDCARECLINIC@GMAIL.COM
Sai Criticare Hospital,"Block C1, Room no 2, Opposite Roshan Apt, Venus Netaji Road,Ulhasnagar",Maharashtra,Mumbai,421014,2530040,TPA.SAICRITICARE@GMAIL.COM
Sai Criticare Hospital,"Gala No. 105/106, 1St Floor, Laxmi Market, Vartak Nagar,",Maharashtra,Mumbai,400606,40031036,SAICRITICAREHOSPITAL@GMAIL.COM
Sai Datta Hospital,"D NO:- 3/1166 ,DR NARAYANAREDDY COMPLEX VIJAYA KUMAR CIRCLE,T B ROAD,",Andhra Pradesh,PRODDATUR,516360,0,INSURANCE.SAIDATTAHOSPITAL@GMAIL.COM
Sai Dham Hospital,"Shiv Sai Apartment, Shiv Mandir, Mahatma Fule Nagar, Thane (W)",Maharashtra,Mumbai,400606,25813644/ 9769713883,saidham501@gmail.com
Sai Drashti Eye Hospital,"7,8-SHREEJIDARSHAN COMP-2, ZADESHWAR ROAD",Gujarat,Bharuch,392011,9687084288,DRRAJESH75@REDIFFMAIL.COM
Sai Drishti Hospital,"NATRAJ CHS, PLOT - 15,",Maharashtra,Navi mumbai,400705,9323698968,SAIDRISHTIHOSPITAL@GMAIL.COM
Sai Eye Care And Medical Centre,H-74 SECTOR-12 PRATAP VIHAR,Uttar Pradesh,Ghaziabad,201001,6525264,renu@saieyecareandmedicalcentre.com
Sai Fertility Centre & Hospital,"No 43/21, Devarajanar street,",Tamil Nadu,Chengalpattu,603001,44274233333,CASHLESS@SAIMULTISPECIALITY.COM
Sai Group Of Hospitals ,"566, Vikas Shreechembur Ganesh Chs ltd, ",Maharashtra,Mumbai,400071,9022290585,SAIHOSPITAL2007@YAHOO.COM
Sai Hans Childrens And Maternity Hospital ,"H.No. 6-6-618/A, AMBEDKAR NAGAR, KARIMNAGAR, KARIMNAGAR [Dist] - 505001 ",Telangana,Karimnagar,505001,"7416051517, 7416509111",SAIHANSHOSPITAL@GMAIL.COM
Sai Health Care Multi Speciality Hospital,"Shree Samarth Krupa building, Din Dayal road",Maharashtra,Mumbai,421202,251-2485732,SAIHEALTHCAREDOMBIVALI@GMAIL.COM
Sai Hospital,"Sai Junction Olavakkode, Palakkad",Kerala,Palakkad,678002,9447058825,MAIL@SAI-HOSPITAL.COM
Sai Hospital,"Mukhani Chauraha, Nainital District",Uttarakhand,Haldwani,263139,7017820764,SAIHOSPITAL.SATI@GMAIL.COM
Sai Hospital,"Ground, I St , 2nd 3rd Floor, At Masina Islampura Chs. Ltd.",Maharashtra,Mumbai,400017,22-24022739 / 40 / 41,SAI.HOSPITALDHARAVI@YAHOO.COM
Sai Hospital,"Stadium Road , Bareilly",Uttar Pradesh,Bareilly,243122,0581 - 2531106 / 9219924488,sharch.08@rediffmail.com
Sai Hospital,"WARD NO 11, DUGHA KALAN, HAMIRPUR",Himachal Pradesh,Hamirpur,177001,9418032551,SAITPA.HAMIRPUR@GMAIL.COM
Sai Hospital,B-46 Indra Nagar near Nagar Palika madideep raisen dist Raisen MP,Madhya Pradesh,Raisen,462046,9893547451,SAIHOSPITALMANDIDEEP@GMAIL.COM
Sai Hospital,"3RD FLOOR, CROWN COMPLEX,",Maharashtra,Nashik,422005,2310311,SAREEKASONARSAI@GMAIL.COM
Sai Hospital,"Vaibhav Nagari,Katai Kalyan Shil Road,Dombivali (E)",Maharashtra,Thane,421201,,
Sai Hospital & Icu,"Hira moti shopping centre, 2nd Floor, ",Maharashtra,Mumbai,400604,25812569 / 25813081,SAIHOSP@GMAIL.COM
Sai Jyot Multispeciality Hospital,"1st Floor, Giddheshwar CHS, Plot no 105, Sec-2",Maharashtra,Raigad,400709,8652206080,SAIJYOTHOSPITAL@GMAIL.COM
Sai Jyoti Netra Seva   ,"11, Ulsoor Tank Road, Opp Ulsoor Lake, Near Mahaganapathy Temple, Bangalore",Karnataka,Bengaluru,560042,080 - 25309008,DRNROHRA@GMAIL.COM
Sai Kripa Hospital,"RANI SATI RD.,",Maharashtra,Mumbai,400097,9324476616,SAI_KRIPA@HOTMAIL.COM
Sai Kripa Maternity Surgical & General Hospital,"1st floor, E wing, Shivshanti Complex, Badlapur West",Maharashtra,Mumbai,421503,9822256540,saikripasurgical@rediffmail.com
Sai Krupa Clinic & Nursing Home,"PLOT NO-40,POPHALE MALA,AKOLE BYPASS,SANGAMNER ,",Maharashtra,Sangamner,422605,220242,SAIKRUPAHOSPITAL2009@GMAIL.COM
Sai Krupa Hospital,"Road No - 34, Anna Bhau Sathe Nagar,",Maharashtra,Mumbai,400604,7400364500,
Sai Lavanya Childrens Hospital,"House No 11-1-59/8/B,",Telangana,Siddipet,502103,220514,SAILAVANYACHILDRENS@GMAIL.COM
Sai Leela Hospital,"Satyam Building 3 , Ground Floor, Ostwal Empire, Opp-Balaji Sweeets, Navapur Road",Maharashtra,Mumbai,401501,2525-695050,hospitalsaileela@gmail.com
Sai Mahadev Hospital,"Victory Talkies X Road,  Mahadev Complex,",Telangana,Siddipet,502103,221188,SAIMAHADEVHOSPITALS@GMAIL.COM
Sai Manavata Hosptal & Criticere Centre,"GONDUR AIRPORT ROAD, OPP. STADIUM,",Maharashtra,Dhule,424002,270280,SAIMANAVATA HOSPITAL@GMAIL.COM
Sai Medicity Hospital And Critical Care Centre,"Near Harsool T Point Subhagya Chowk, Jadhavwadi, Jalgaon Road, Aurangabad",Maharashtra,Aurangabad,431001,240-2393455,saimedicityhospital@gmail.com
Sai Megha Multi Speciality Hospital,"87/1243-1, ",Andhra Pradesh,Kurnool,518002,6305809586,INFO.SAIMEGHAHOSPITAL@GMAIL.COM
Sai Nethralaya,"BASAVESHWARA COMPLEX, BUS STAND ROAD",Karnataka,Yellapur,581359,261622,SAINETRALAYA1@GMAIL.COM
Sai Netralayam Laser Centre ,DOOR NO: 10-9-14,Andhra Pradesh,Guntur,522601,6301806586,SAINETRALAYAMNRT@GMAIL.COM
Sai Nursing Home,16-1-524/1 Saidabad Nain Road Saidabad,Telangana,Hyderabad,500059,9989179309,SHANKARMIRIYALA@YAHOO.CO.IN
Sai Nursing Home,"Paithan, Aurangabad",Maharashtra,Paithan,431107,9422232226,SAIHOSPITALPAITHAN@GMAIL.COM
Sai Nursing Home Advance Laparoscopy & Infertility Centre,JAWAHAR COLONY AURANGABD,Maharashtra,Aurangabad,431001,8149306114,SAINURSINGHOME76@GMAIL.COM
Sai Preet Bhalke Vydehi Hospital,"347/1/2, Near Central Bus Stand ",Karnataka,Bidar,585401,7406606665,HR.BHALKE@GMAIL.COM
Sai Priya Hospital ,"WOMENS COLLAGE ROAD,2NDLAN, SAMBASIVA PET,GUNTUR",Andhra Pradesh,Guntur,522001,2222106,SAIPRIYAHOSPITALGNT@GMAIL.COM
Sai Ram Multi Speciality Hospital,"7-78, Konark Theatre Lane , P&T Colony, Hyderabad",Telangana,Hyderabad,500060,040 - 24152535,sairamhospitaldsnr@gmail.com
Sai Samraksha Hospital,DNO:- 4-2-173/5/1 OPP MAHESWARI MATCHING CENTRE,Andhra Pradesh,Adilabad,504001,295444,SAISAMRAKSHAHOSPITAL@GMAIL.COM
Sai Sanjeevani Hospital,"Bhaba Nagar Square, Near New Bus Stand, Ganjam",Odisha,Berhampur,760004,2280705,SAISANJEEVANIHOSPITALS2017@GMAIL.COM
Sai Sanjeevini Hospitals,"Plot No:7, Narsimhapuri Colony, Saroor Nagar, Beside Tnr Port, Kothapet",Telangana,Hyderabad,500060,9848019460,SAISANJEEVINIHOSPITALS@GMAIL.COM
Sai Sanjivani Criticare Hospital,"1st Floor, Soman Sun City , The big world birla college road",Maharashtra,Thane,421301,9221594442,TPASAISANJIVANI@GMAIL.COM
Sai Seva Hospital,"Row House B1 Sector 4, Airoli",Maharashtra,Navi mumbai,400708,9820092707,SAISEVAHOSPITALAIROLI@GMAIL.COM
Sai Sharaddha Hospital,"1st Floor Klassik App Kopar Road, Opp Santoshi Mata Mandir, Dombivali(West)",Maharashtra,Mumbai,412208,9821131758,VANDANAD875@GMAIL.COM
Sai Sharanya Hospitals,"#2-8-206, ",Telangana,Karimnagar,505001,0878-2244222,INSURANCESAISHARANYA@GMAIL.COM
Sai Shashini Multiaspeciality Hospital,D.NO:-37/1/169/39  SUNNDARAIAH  BHAVAN  ,Andhra Pradesh,Ongole,523001,222227,SSMSHOSPITAL.ONGOLE@GMAIL.COM
Sai Shiva Netralaya,Ahimsa Chowk,Madhya Pradesh,Jabalpur,482002,4008999 / 8770801881,SAISHIVAEYEHOSPITAL@GMAIL.COM
Sai Shraddha Hospital,"Matoshri Sankul, Ambad Gaon, Ambad, Nashik - 422 010.",Maharashtra,Nashik,422010,6519999 / 6529999,
Sai Shraddha Multispeciality Hospital,"Labeshwar Complex, Near Chamunda Mata Temple, Zadeshwar Road",Gujarat,Bharuch,392011,02642-230516/230316,SSMH2013@GMAIL.COM
Sai Shree Hospital ,"SR. NO. 157,CTS NO. 1104/03, PLOT NO. 26 ,DP ROAD NEAR SHIV SAGAR HOTEL AUNDH PUNE",Maharashtra,Pune,411007,9221498939,INFO@SAISHREEHOSPITAL.ORG
Sai Shree Superspecialty Hospital & Research Center (Cashless only for PVT insurers & HAL Corporate),"Rk Plaza, Saikhedaphata, Mumbai Agra Highway",Maharashtra,Nashik,422206,9850889050,CONTACT@SAISHREEHOSPITAL.COM
Sai Siddhartha Hospital,"#4/32-130, Opp. To Hanuman Temple, Shapur Nagar, Behind MJS Gardens,",Telangana,Hyderabad,500055,9550064751,SAISIDDHARTHAHOSPITAL@YAHOO.COM
Sai Siddhi Urology And Multi Speciality Hospital ,Add. 82-P Sector-46,Haryana,Gurgaon,122001,0,
Sai Sindhu Children Hospital,"3-1-140, CVRN ROAD",Telangana,Karimnagar,505001,2956108,VEMUNURI.SATISH@GMAIL.COM
Sai Sindhu Multispeciality Hospital,SUAN HIGHTS NEAR REGAL PALACE HOTEL,Maharashtra,Jalgaon,425001,0,SSHOSPITAL789@GMAIL.COM
Sai Sindhura Institute Of Medical Sciences,D No 1-192,Andhra Pradesh,Markapur,523316,223322,SSIMS.MARKAPUR@GMAIL.COM
Sai Siva Childrens Hospital And Poly Clinc,"Door No: 4-111, Opp: Balaji Temple, Chandanagar",Telangana,Hyderabad,500050,40-23037879,saisivahospital@gmail.com
Sai Sneh Hospital Diagnostic Center Pvt Ltd,"Pune-Satara Highway, Near Pmt Bus Depot, Katraj",Maharashtra,Pune,411046,020 - 26959208 / 308 / 865,SAISNEH@GMAIL.COM
Sai Snehdeep Hospital,"Plot No. 12/13 , Sec-20, Kopar Khairane",Maharashtra,Mumbai,400709,"022 - 27544051, 2, 3,4,5, 07400429057",ssdhospital@gmail.com
Sai Sparsh Hospital,"78, VIDYAVIHAR",Maharashtra,Nagpur,440022,2282201,EYESPARSH@GMAIL.COM
Sai Sri Hospital,"5/19-2,3 POSINA COMPUND ",Andhra Pradesh,PRODDATUR,516360,0,INSURANCE.SAISRIHOSPITAL@GMAIL.COM
Sai Srinivasa Hospitals,Pallutala Road,Andhra Pradesh,Guntur,522413,9849133260,SAISRINIVASAHOSPITALS@GMAIL.COM
